Price,Close,High,Low,Open,Volume,RSI,MA20,STD20,Upper_Band,Lower_Band,Target_Next_Day_Up
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,,,,,,
Date,,,,,,,,,,,
2014-10-06,330.0790100097656,345.1340026855469,302.55999755859375,320.3890075683594,79011800,13.923041140282436,389.91039886474607,35.558666494357524,461.0277318534611,318.79306587603105,1
2014-10-07,336.18701171875,339.24700927734375,320.48199462890625,330.5840148925781,49199900,16.102590295345294,383.85304870605466,33.74079601871335,451.3346407434814,316.37145666862796,1
2014-10-08,352.94000244140625,354.364013671875,327.18798828125,336.1159973144531,54736300,21.940825519033012,380.2780487060547,32.99369008206582,446.2654288701863,314.290668541923,1
2014-10-09,365.0260009765625,382.72601318359375,347.68701171875,352.74798583984375,83641104,25.944556566603893,378.78954925537107,32.975772484399634,444.74109422417035,312.8380042865718,0
2014-10-10,361.56201171875,375.0669860839844,352.9630126953125,364.68701171875,43665700,25.54021886411695,376.42245025634764,32.39434250505642,441.2111352664605,311.6337652462348,1
2014-10-11,362.29901123046875,367.1910095214844,355.95098876953125,361.36199951171875,13345200,25.805158566833185,374.5963500976562,32.093250740368966,438.7828515783942,310.4098486169183,1
2014-10-12,378.54901123046875,379.4330139160156,356.1440124511719,362.6059875488281,17552800,31.585387129527746,373.4162002563477,31.454237677950626,436.32467561224894,310.5077249004464,1
2014-10-13,390.41400146484375,397.22601318359375,368.8970031738281,377.9209899902344,35221400,35.534481258719396,371.14735107421876,28.18488790543799,427.51712688509474,314.7775752633428,1
2014-10-14,400.8699951171875,411.697998046875,391.3240051269531,391.6919860839844,38491500,38.88256520708133,370.03060150146484,26.399626972735994,422.82985544693685,317.23134755599284,0
2014-10-15,394.77301025390625,402.22698974609375,388.7659912109375,400.9549865722656,25267100,37.65450327472474,369.1905517578125,25.250413770803668,419.69137929941985,318.68972421620515,0
2014-10-16,382.5559997558594,398.8070068359375,373.07000732421875,394.51800537109375,26990000,35.25189824594011,368.097102355957,24.091210017374497,416.279522390706,319.91468232120803,1
2014-10-17,383.75799560546875,385.4779968261719,375.3890075683594,382.7560119628906,13600700,35.68669768311534,367.3090026855469,23.25237435706712,413.8137513996811,320.80425397141266,1
2014-10-18,391.4419860839844,395.1579895019531,378.97100830078125,383.97601318359375,11416800,38.52856512561466,368.0220520019531,23.783631176198202,415.58931435434954,320.4547896495567,0
2014-10-19,389.5459899902344,393.9389953613281,386.4570007324219,391.2539978027344,5914570,38.08141700449954,368.7260009765625,24.21993822292184,417.1658774224062,320.2861245307188,0
2014-10-20,382.8450012207031,390.0840148925781,378.25201416015625,389.2309875488281,16419000,36.47041736435063,368.52105102539065,24.074569815090555,416.6701906555718,320.3719113952095,1
2014-10-21,386.4750061035156,392.64599609375,380.8340148925781,382.4209899902344,14188900,38.000529729274994,368.66405181884767,24.17722051132989,417.01849284150745,320.3096107961879,0
2014-10-22,383.1579895019531,388.57598876953125,382.2489929199219,386.1180114746094,11641300,37.12071985583772,369.06835174560547,24.356956445247878,417.7822646361012,320.3544388551097,0
2014-10-23,358.4169921875,385.0480041503906,356.4469909667969,382.9620056152344,26456900,31.29976198535502,369.0136016845703,24.380787024361144,417.7751757332926,320.252027635848,0
2014-10-24,358.3450012207031,364.3450012207031,353.30499267578125,358.59100341796875,15585700,31.284389247037666,370.4875518798828,22.655975229332952,415.7995023385487,325.1756014212169,0
2014-10-25,347.27099609375,359.8609924316406,342.87701416015625,358.6109924316406,18127500,28.930542544953198,371.8256011962891,20.206847830397955,412.239296857085,331.4119055354932,1
2014-10-26,354.7040100097656,359.22100830078125,343.9309997558594,347.48699951171875,11272500,32.59642339647014,373.0568511962891,18.177587071923767,409.4120253401366,336.70167705244154,0
2014-10-27,352.989013671875,358.6319885253906,349.8089904785156,354.7770080566406,13033000,32.183929667616255,373.89695129394534,16.71319434602994,407.32333998600524,340.47056260188543,1
2014-10-28,357.6180114746094,359.9840087890625,352.6789855957031,353.2149963378906,7845880,34.589955606086576,374.13085174560547,16.434883356227164,407.0006184580598,341.2610850331511,0
2014-10-29,335.59100341796875,357.8330078125,335.3429870605469,357.0889892578125,18192700,29.268594079300343,372.65910186767576,18.48342511442423,409.6259520965242,335.6922516388273,1
2014-10-30,345.30499267578125,350.9129943847656,335.0719909667969,335.7090148925781,30177900,34.084594130811595,371.8462509155273,19.33498386719696,410.51621864992126,333.1762831811334,0
2014-10-31,338.3210144042969,348.0450134277344,337.1419982910156,345.0090026855469,12545400,32.37768676119106,370.64735107421876,20.656380309968146,411.96011169415505,329.3345904542825,0
2014-11-01,325.7489929199219,340.52899169921875,321.05499267578125,338.6499938964844,16677200,29.512549255110684,368.0073501586914,22.850854110189005,413.7090583790694,322.3056419383134,1
2014-11-02,325.8919982910156,329.04998779296875,320.6260070800781,326.07501220703125,8603620,29.588875316486877,364.78125,24.04443204311349,412.870114086227,316.692385913773,1
2014-11-03,327.5539855957031,334.00201416015625,325.4809875488281,325.5690002441406,12948500,30.530366145874567,361.1154495239258,23.84077595161671,408.7970014271592,313.4338976206924,1
2014-11-04,330.49200439453125,331.7669982910156,325.0769958496094,327.1610107421875,15655500,32.254871066863785,357.90139923095705,23.39324123389239,404.6878816987418,311.1149167631723,1
2014-11-05,339.4859924316406,343.3689880371094,330.6830139160156,330.6830139160156,19817200,37.37956493678798,355.7478988647461,22.983011548705818,401.71392196215777,309.78187576733444,1
2014-11-06,349.2900085449219,352.96600341796875,338.42401123046875,339.4580078125,18797000,42.48688568353772,354.0244995117188,22.045281507876474,398.1150625274717,309.93393649596584,0
2014-11-07,342.4150085449219,352.73199462890625,341.7760009765625,349.8179931640625,16834200,40.02182662770531,351.5731506347656,20.324245375077158,392.22164138491996,310.9246598846113,1
2014-11-08,345.4880065917969,347.0320129394531,342.15399169921875,342.15399169921875,8535470,41.651411738370705,349.37025146484376,18.276330976820024,385.9229134184838,312.8175895112037,1
2014-11-09,363.2640075683594,363.6260070800781,344.2550048828125,345.3760070800781,24205600,50.09761584914716,348.3912017822266,16.858182500740305,382.10756678370717,314.674836780746,1
2014-11-10,366.92401123046875,374.8160095214844,357.5610046386719,362.2650146484375,30450100,51.64951741230149,347.41365203857424,14.997797788821828,377.4092476162179,317.4180564609306,1
2014-11-11,367.69500732421875,371.30999755859375,363.7349853515625,365.85699462890625,15838900,51.98824130467032,346.6405029296875,13.368197438635693,373.3768978069589,319.9041080524161,1
2014-11-12,423.5610046386719,429.7179870605469,367.9849853515625,367.9849853515625,45783200,68.95797745793729,349.89770355224607,21.717511874569343,393.33272730138475,306.4626798031074,0
2014-11-13,420.7349853515625,457.0929870605469,401.12298583984375,427.27301025390625,58945000,67.65528631529025,353.01720275878904,26.865448625602593,406.74810000999423,299.28630550758385,0
2014-11-14,397.8179931640625,419.25201416015625,384.78900146484375,418.4169921875,29589200,58.07434000261753,355.5445526123047,28.616921982687785,412.77839657768027,298.31070864692913,0
2014-11-15,376.13299560546875,405.52801513671875,371.00799560546875,399.6499938964844,15727500,50.75057970083794,356.61600189208986,28.982620612082783,414.58124311625545,298.65076066792426,1
2014-11-16,387.8819885253906,390.79901123046875,374.60198974609375,374.7300109863281,11905600,54.12610525903966,358.36065063476565,29.791719571253843,417.94408977727335,298.77721149225795,0
2014-11-17,387.4079895019531,410.1990051269531,377.50201416015625,388.3489990234375,41518800,53.96540476764163,359.8501495361328,30.489177362011674,420.82850426015614,298.87179481210944,0
2014-11-18,375.197998046875,392.4020080566406,371.11700439453125,387.7850036621094,32222500,49.85887042973589,361.83049926757815,30.114538690579206,422.05957664873654,301.60142188641976,1
2014-11-19,380.55499267578125,386.4809875488281,373.89599609375,373.89599609375,18931800,51.59909012674763,363.59299926757814,30.12798098870512,423.84896124498835,303.3370372901679,0
2014-11-20,357.8399963378906,382.0249938964844,356.781005859375,380.3070068359375,25233200,44.54017403163283,364.56894836425784,29.57735960392024,423.7236675720983,305.4142291564174,0
2014-11-21,350.8479919433594,357.8789978027344,344.11199951171875,357.8789978027344,29850100,42.60793790749993,365.8238983154297,28.350588537897078,422.5250753912238,309.12272123963555,1
2014-11-22,352.9200134277344,364.84100341796875,350.87799072265625,351.60400390625,15273000,43.39166687580556,367.1752990722656,26.956875369434474,421.08904981113454,313.26154833339666,1
2014-11-23,367.572998046875,370.8450012207031,353.17498779296875,353.17498779296875,15151600,48.72430539594159,369.1762496948242,25.295124430327476,419.7664985554792,318.5860008341692,1
2014-11-24,376.9010009765625,387.2090148925781,366.66900634765625,366.947998046875,30930100,51.83488717648283,371.49669952392577,23.63375627615494,418.76421207623565,324.2291869716159,0
2014-11-25,375.3479919433594,394.70098876953125,374.78399658203125,376.885986328125,25442200,51.27715718001772,373.28979949951173,22.405799546447493,418.1013985924067,328.47820040661674,0
2014-11-26,368.3699951171875,377.697998046875,365.8160095214844,376.0190124511719,18601700,48.739547583844114,374.243798828125,21.726032684453113,417.69586419703126,330.7917334592188,1
2014-11-27,369.6700134277344,373.99200439453125,368.2820129394531,370.50201416015625,8748030,49.243507340362356,375.60654907226564,20.441309162615784,416.4891673974972,334.72393074703405,1
2014-11-28,376.4469909667969,382.8380126953125,358.4549865722656,369.3739929199219,22946500,51.898384002544105,377.1544982910156,19.173380795018442,415.5012598810525,338.80773670097875,0
2014-11-29,375.4909973144531,387.60101318359375,372.1449890136719,376.1520080566406,15375600,51.489243099762355,377.76584777832034,18.900151252771447,415.56615028386324,339.96554527277743,1
2014-11-30,378.0469970703125,382.5270080566406,373.3089904785156,375.510009765625,9194440,52.56595547253428,378.3219970703125,18.72719134063946,415.7763797515914,340.8676143890336,1
2014-12-01,379.2449951171875,383.6619873046875,376.66900634765625,378.2489929199219,11763000,53.0914804531097,378.8994964599609,18.559569978712176,416.01863641738527,341.78035650253656,1
2014-12-02,381.31500244140625,384.0379943847656,377.8630065917969,379.25,12364100,54.039010591491085,376.78719635009764,15.332530328763085,407.4522570076238,346.1221356925715,0
2014-12-03,375.010009765625,383.0260009765625,374.34600830078125,381.72198486328125,13340100,50.68098689270804,374.5009475708008,11.318021967288331,397.13699150537747,351.86490363622414,0
2014-12-04,369.60400390625,378.6549987792969,367.7590026855469,375.7179870605469,14529600,47.93076737942217,373.09024810791016,9.932267421076986,392.9547829500641,353.2257132657562,1
2014-12-05,376.85400390625,379.1919860839844,365.7560119628906,369.4419860839844,15181800,51.71502330771844,373.12629852294924,9.945192806151718,393.01668413525266,353.2359129106458,0
2014-12-06,374.7850036621094,378.447998046875,370.94500732421875,376.7569885253906,7009320,50.585150420793866,372.47144927978513,9.334922275052598,391.14129382989034,353.8016047296799,1
2014-12-07,375.0950012207031,376.2919921875,373.2749938964844,374.83599853515625,6491650,50.758740312382784,371.85579986572264,8.681125959901202,389.21805178552506,354.4935479459202,0
2014-12-08,361.90899658203125,376.02899169921875,361.885986328125,374.9649963378906,18898700,43.722905947018795,371.1913497924805,8.917209085415962,389.02576796331243,353.3569316216485,0
2014-12-09,352.218994140625,363.0669860839844,344.95098876953125,361.8949890136719,32915500,39.40071257306993,369.77454986572263,9.577775178073722,388.9301002218701,350.6189995095752,0
2014-12-10,346.364990234375,352.3840026855469,346.364990234375,352.2049865722656,16427700,37.01980206528996,369.2007995605469,10.617591896282152,390.4359833531112,347.96561576798257,1
2014-12-11,350.5060119628906,361.35699462890625,338.76300048828125,344.3399963378906,32431300,39.79143953544098,369.18370056152344,10.648932697239925,390.4815659560033,347.8858351670436,1
2014-12-12,352.5419921875,352.9830017089844,349.2909851074219,350.8330078125,16989800,41.16244056912231,369.16479949951173,10.679610128981718,390.5240197574752,347.8055792415483,0
2014-12-13,347.3760070800781,352.3810119628906,346.5880126953125,352.3810119628906,11675900,38.751260473731776,368.1549499511719,11.74027951487583,391.63550898092353,344.67439092142024,1
2014-12-14,351.6319885253906,353.3160095214844,345.4179992675781,346.72698974609375,12415200,41.7771512236539,366.8914993286133,12.103583190389939,391.0986657093932,342.6843329478334,0
2014-12-15,345.3450012207031,351.81500244140625,344.9339904785156,351.3609924316406,17264200,38.73300947571627,365.39134979248047,12.837379909022376,391.06610961052525,339.7165899744357,0
2014-12-16,327.06201171875,345.8590087890625,327.06201171875,345.6730041503906,30864900,31.53640623386117,363.3259506225586,15.400130707272595,394.12621203710376,332.52568920801343,0
2014-12-17,319.7760009765625,333.9540100097656,315.1520080566406,326.8550109863281,37567900,29.207420630628974,360.83125,18.119481878832506,397.07021375766504,324.592286242335,0
2014-12-18,311.39599609375,323.7090148925781,304.23199462890625,319.7850036621094,39173000,26.759632134805628,357.57870025634764,20.80790362708127,399.19450751051016,315.9628930021851,1
2014-12-19,317.8429870605469,318.5329895019531,306.7690124511719,311.1789855957031,23823100,31.5148924841246,354.69629974365233,22.145832537372478,398.9879648183973,310.40463466890736,1
2014-12-20,329.95599365234375,330.32501220703125,316.04400634765625,317.6189880371094,20856700,39.4672154543694,352.29174957275393,22.08775622501321,396.46726202278035,308.1162371227275,0
2014-12-21,320.8429870605469,329.6289978027344,318.90301513671875,329.5429992675781,15207600,36.07346330602433,349.37164916992185,22.19710509453036,393.7658593589826,304.9774389808611,1
2014-12-22,331.885986328125,334.11700439453125,320.42498779296875,321.0679931640625,22315100,42.52325706114245,346.9001983642578,21.18182838645167,389.26385513716116,304.5365415913544,1
2014-12-23,334.5719909667969,336.2869873046875,329.60198974609375,332.0169982910156,16574200,44.00315779655364,344.87829742431643,20.267667737017142,385.4136328983507,304.34296195028213,0
2014-12-24,322.53399658203125,334.7409973144531,321.35699462890625,334.385009765625,15092300,39.13925335346019,342.5247970581055,19.9761920059185,382.4771810699425,302.5724130462685,0
2014-12-25,319.00799560546875,322.6700134277344,316.9580078125,322.2860107421875,9883640,37.82056497827617,339.6324966430664,18.903013082035486,377.43852280713736,301.8264704789955,1
2014-12-26,327.92401123046875,331.42401123046875,316.62701416015625,319.1520080566406,16410500,43.04604955518308,337.28944702148436,17.138363273756617,371.5661735689976,303.0127204739711,0
2014-12-27,315.8630065917969,328.9110107421875,312.6300048828125,327.5830078125,15185200,38.350868452296275,334.3278472900391,15.278394411636029,364.8846361133111,303.77105846676704,1
2014-12-28,317.239013671875,320.02801513671875,311.0780029296875,316.1600036621094,11676600,39.16611036673756,332.09434814453124,14.26570316612387,360.625754476779,303.5629418122835,0
2014-12-29,312.6700134277344,320.2669982910156,312.3070068359375,317.70098876953125,12302500,37.397674437737884,330.11689910888674,14.068989337520092,358.25487778392693,301.97892043384655,0
2014-12-30,310.73699951171875,314.8089904785156,309.37298583984375,312.718994140625,12528300,36.64383596288628,328.3354995727539,14.15869663127539,356.65289283530467,300.01810631020317,1
2014-12-31,320.1929931640625,320.1929931640625,310.21099853515625,310.91400146484375,13942900,42.7258729413014,326.8198486328125,13.254055886035255,353.327960404883,300.31173686074203,0
2015-01-01,314.2489929199219,320.43499755859375,314.00299072265625,320.43499755859375,8036550,40.118736508267126,324.9051986694336,12.054285121098083,349.01376891162977,300.79662842723747,1
2015-01-02,315.0320129394531,315.8389892578125,313.56500244140625,314.0790100097656,7860650,40.632660780300746,323.28799896240236,11.004893346565074,345.2977856555325,301.2782122692722,0
2015-01-03,281.0820007324219,315.1499938964844,281.0820007324219,314.84600830078125,33054400,29.008049215319502,319.76049957275393,12.628591989648166,345.01768355205024,294.5033155934576,0
2015-01-04,264.19500732421875,287.2300109863281,257.61199951171875,281.14599609375,55629100,25.153306836190225,315.7029998779297,16.4378198483306,348.5786395745909,282.8273601812685,1
2015-01-05,274.4739990234375,278.34100341796875,265.0840148925781,265.0840148925781,43962800,31.15065818944555,313.07359924316404,18.590270394476125,350.2541400321163,275.89305845421177,1
2015-01-06,286.1889953613281,287.5530090332031,272.6960144042969,274.6109924316406,23245700,37.3155184742563,311.39424896240234,19.450098502026936,350.29444596645624,272.49405195834845,1
2015-01-07,294.3370056152344,298.7539978027344,283.0790100097656,286.0769958496094,24866800,41.255419785407,310.5412994384766,19.820536124218016,350.18237168691263,270.90022719004054,0
2015-01-08,283.3489990234375,294.135009765625,282.17498779296875,294.135009765625,19982500,37.80460217658874,308.8166000366211,20.635730627358875,350.0880612913388,267.54513878190335,1
2015-01-09,290.4079895019531,291.114013671875,280.5329895019531,282.38299560546875,18718600,41.20692514752329,306.8391998291016,20.396897261123986,347.63299435134957,266.0454053068536,0
2015-01-10,274.7959899902344,288.12701416015625,273.96600341796875,287.3030090332031,15264300,36.456883243123045,304.53684997558594,21.311326223557025,347.1595024227,261.9141975284719,0
2015-01-11,265.6600036621094,279.63800048828125,265.03900146484375,274.6080017089844,18200800,33.987820408754274,301.22555084228514,21.972973547398077,345.1714979370813,257.279603747489,1
2015-01-12,267.7959899902344,272.2030029296875,265.20001220703125,266.14599609375,18880300,35.094600010878835,297.88675079345705,21.7110431738523,341.30883714116163,254.46466444575245,0
2015-01-13,225.86099243164062,268.2770080566406,219.906005859375,267.3940124511719,72843904,25.909889512774825,293.0531005859375,26.226702116555312,345.50650481904813,240.59969635282687,0
2015-01-14,178.10299682617188,223.8939971923828,171.50999450683594,223.8939971923828,97638704,19.61412729397611,286.00785064697266,35.99423712584261,357.99632489865786,214.01937639528745,1
2015-01-15,209.843994140625,229.06700134277344,176.89700317382812,176.89700317382812,81773504,31.52337348592704,280.10384979248045,38.363182059733944,356.83021391194836,203.37748567301256,0
2015-01-16,208.0970001220703,221.59100341796875,199.77099609375,209.07000732421875,38421000,31.2489661428788,274.71554946899414,40.58035207374627,355.8762536164867,193.5548453215016,0
2015-01-17,199.25999450683594,211.7310028076172,194.875,207.83399963378906,23469700,29.834227442635836,268.8165985107422,42.598417213511354,354.01343293776495,183.6197640837195,1
2015-01-18,210.33900451660156,218.69500732421875,194.50599670410156,200.0500030517578,30085100,33.87607309267763,263.70004806518557,43.19527451192732,350.0905970890402,177.30949904133092,1
2015-01-19,214.86099243164062,216.72799682617188,207.3179931640625,211.4709930419922,18658300,35.50899965192751,258.90624771118166,43.02017346864047,344.9465946484626,172.8659007739007,0
2015-01-20,211.31500244140625,215.24099731445312,205.1529998779297,212.90699768066406,24051100,34.78360328488559,253.46234817504882,41.725993283940824,336.91433474293046,170.01036160716717,1
2015-01-21,226.89700317382812,227.78799438476562,211.21200561523438,211.3780059814453,29924600,40.53253032201094,249.09474868774413,39.54297772854401,328.18070414483213,170.00879323065612,1
2015-01-22,233.406005859375,237.0189971923828,226.4340057373047,227.32200622558594,33544600,42.800805918530834,245.01344833374023,36.47246131138973,317.9583709565197,172.06852571096078,0
2015-01-23,232.87899780273438,234.84500122070312,225.1959991455078,233.51699829101562,24621700,42.65892833307971,242.60329818725586,35.544409724860664,313.6921176369772,171.51447873753455,1
2015-01-24,247.8470001220703,248.2100067138672,230.02200317382812,232.6999969482422,24782500,47.937518861865186,241.78589782714843,35.208123935907714,312.2021456989639,171.369649955333,1
2015-01-25,253.71800231933594,255.07400512695312,243.88999938964844,247.3520050048828,33582700,49.88620780554087,240.74809799194335,34.492524299494484,309.73314659093234,171.76304939295437,1
2015-01-26,273.4729919433594,309.3840026855469,254.07899475097656,254.07899475097656,106794000,55.87150866969346,240.11229782104493,33.71935966780048,307.5510171566459,172.67357848544395,0
2015-01-27,263.4750061035156,275.4800109863281,250.6529998779297,273.1669921875,44399000,52.456820301968364,238.56919784545897,31.756294994649522,302.081787834758,175.05660785615993,0
2015-01-28,233.9149932861328,266.5350036621094,227.04600524902344,263.35101318359375,44352200,43.911707739726204,236.09749755859374,29.96052503258581,296.01854762376536,176.17644749342213,0
2015-01-29,233.51300048828125,238.70599365234375,220.71200561523438,233.34800720214844,32213400,43.80719731027514,233.25274810791015,27.096539151288873,287.4458264104879,179.05966980533242,0
2015-01-30,226.4250030517578,242.8509979248047,225.83900451660156,232.77200317382812,26605200,41.91303004617956,230.83419876098634,25.291995595816985,281.4181899526203,180.25020756935237,0
2015-01-31,217.46400451660156,233.50399780273438,216.3090057373047,226.4409942626953,23348200,39.5828095775553,228.42439880371094,24.065479178360007,276.55535716043096,180.29344044699093,1
2015-02-01,226.9720001220703,231.57400512695312,212.01499938964844,216.86700439453125,29128500,43.191725791240216,226.38319931030273,22.210068645515157,270.80333660133306,181.9630620192724,1
2015-02-02,238.22900390625,242.1750030517578,222.65899658203125,226.49099731445312,30612100,47.21212326123483,227.0015998840332,22.366396124827002,271.7343921336872,182.2688076343792,0
2015-02-03,227.26800537109375,245.95700073242188,224.48300170898438,237.45399475097656,40783700,43.95050412157077,229.4598503112793,19.18469171014522,267.82923373156973,191.09046689098886,0
2015-02-04,226.85299682617188,230.05799865722656,221.11300659179688,227.51100158691406,26594300,43.8270477428125,230.31030044555663,18.63859053771608,267.5874815209888,193.03311937012447,0
2015-02-05,217.11099243164062,239.40499877929688,214.72500610351562,227.6649932861328,22516400,40.92119284875586,230.76100006103516,18.176434288352493,267.11386863774015,194.40813148433017,1
2015-02-06,222.26600646972656,230.50999450683594,216.23199462890625,216.92300415039062,24435300,43.07210678314709,231.9113006591797,16.749957173874513,265.4112150069287,198.41138631143065,1
2015-02-07,227.75399780273438,230.2989959716797,222.60699462890625,222.63299560546875,21604200,45.35310554414379,232.78205032348632,16.005616362661556,264.7932830488094,200.7708175981632,0
2015-02-08,223.41200256347656,229.43800354003906,221.07699584960938,227.6929931640625,17145200,43.85587616976843,233.20960083007813,15.61105013186683,264.4317010938118,201.98750056634447,0
2015-02-09,220.11000061035156,223.9770050048828,217.0189971923828,223.38900756835938,27791300,42.70137122869474,233.64935073852538,15.076561324137975,263.80247338680135,203.49622809024945,0
2015-02-10,219.83900451660156,221.8070068359375,215.33200073242188,220.28199768066406,21115100,42.602249031763726,233.29645080566405,15.323514822396723,263.9434804504575,202.64942116087062,0
2015-02-11,219.18499755859375,223.406005859375,218.07400512695312,219.73199462890625,17201900,42.34677108309207,232.585400390625,15.644742315604987,263.874885021835,201.29591575941504,1
2015-02-12,221.76400756835938,222.19900512695312,217.61399841308594,219.20799255371094,15206200,43.778557442909275,232.02965087890624,15.830085402385942,263.68982168367813,200.36948007413434,1
2015-02-13,235.427001953125,240.25900268554688,221.26199340820312,221.968994140625,42744400,50.75584779205584,231.40865097045898,15.415100444566242,262.2388518595915,200.57845008132648,1
2015-02-14,257.3210144042969,259.8080139160156,235.5279998779297,235.5279998779297,49732500,59.44196805901841,231.58880157470702,15.707818115295163,263.00443780529736,200.17316534411668,0
2015-02-15,234.8249969482422,265.6109924316406,227.6840057373047,257.5069885253906,56552400,49.73472587653632,229.65640182495116,12.28923283700808,254.23486749896733,205.077936150935,0
2015-02-16,233.84300231933594,239.52099609375,229.02200317382812,234.8249969482422,28153700,49.35582184329678,228.1748016357422,9.457401659012406,247.089604953767,209.2599983177174,1
2015-02-17,243.61000061035156,245.77499389648438,232.31399536132812,233.4219970703125,27363100,53.176740768767914,228.65955200195313,10.00000627765502,248.65956455726317,208.6595394466431,0
2015-02-18,236.3260040283203,244.25100708007812,232.33999633789062,243.77999877929688,25200800,50.13862697454308,228.8002021789551,10.09122928333258,248.98266074562025,208.61774361228993,1
2015-02-19,240.2830047607422,242.6719970703125,235.5919952392578,236.41000366210938,18270500,51.7513096879822,229.49310226440429,10.390877158144004,250.2748565806923,208.71134794811627,1
2015-02-20,243.7790069580078,247.1009979248047,239.2989959716797,240.25100708007812,23876700,53.19175670758541,230.8088523864746,10.453405757810538,251.71566390209568,209.9020408708535,1
2015-02-21,244.53399658203125,255.32000732421875,243.1840057373047,243.7519989013672,12284200,53.514519197402116,231.68695220947265,10.844443420038901,253.37583904955045,209.99806536939485,0
2015-02-22,235.9770050048828,246.39199829101562,233.8509979248047,244.54400634765625,19527000,49.36017734599781,231.5743522644043,10.784466525003712,253.1432853144117,210.00541921439688,1
2015-02-23,238.89199829101562,240.10899353027344,232.42100524902344,235.9949951171875,16400000,50.76243653375105,232.1555519104004,10.853175876660352,253.86190366372108,210.4492001570797,0
2015-02-24,238.73500061035156,239.9010009765625,236.40199279785156,238.9980010986328,14200400,50.6810369897917,232.74965209960936,10.872829631368104,254.49531136234557,211.00399283687315,0
2015-02-25,237.47000122070312,239.33999633789062,235.52999877929688,238.88999938964844,11496200,49.98552355987669,233.7676025390625,10.267833311476773,254.30326916201605,213.23193591610894,0
2015-02-26,236.42599487304688,237.7100067138672,234.2570037841797,237.33700561523438,13619400,49.383190529004395,234.47560195922853,9.915152389978108,254.30590673918473,214.64529717927232,1
2015-02-27,253.8280029296875,256.65301513671875,236.43600463867188,236.43600463867188,44013900,58.38488797688864,235.77930221557617,10.6702672613154,257.11983673820697,214.43876769294536,1
2015-02-28,254.26300048828125,254.69200134277344,249.47900390625,253.52000427246094,13949300,58.58316786284927,237.3218521118164,11.0127802853007,259.3474126824178,215.296291541215,1
2015-03-01,260.2019958496094,261.6600036621094,245.93299865722656,254.2830047607422,25213700,61.29466571651473,239.3264518737793,11.358349592571242,262.04315105892175,216.6097526886368,1
2015-03-02,275.6700134277344,276.3009948730469,258.31298828125,260.35699462890625,40465700,67.29940781024274,242.11800231933594,13.051454421875945,268.22091116308786,216.01509347558405,1
2015-03-03,281.7019958496094,285.7959899902344,268.1610107421875,275.0459899902344,50461300,69.29962567078991,245.2438522338867,14.657528819297783,274.5589098724823,215.92879459529115,0
2015-03-04,273.0920104980469,284.2250061035156,268.1260070800781,281.989990234375,41383000,63.34366401816001,247.81025238037108,14.822650678559254,277.4555537374896,218.16495102325257,1
