,Date,Close,High,Low,Open,Volume
41,2024-05-02 17:00:00+00:00,59236.58984375,59251.859375,58982.359375,59024.33203125,0
42,2024-05-02 18:00:00+00:00,59445.54296875,59562.57421875,59008.47265625,59206.578125,0
43,2024-05-02 19:00:00+00:00,59231.609375,59404.73828125,59065.10546875,59404.73828125,0
44,2024-05-02 20:00:00+00:00,58773.921875,59429.11328125,58727.6796875,59368.45703125,0
45,2024-05-02 21:00:00+00:00,59121.5078125,59522.26171875,58751.71875,58751.71875,0
46,2024-05-02 22:00:00+00:00,59328.3125,59425.06640625,59121.31640625,59123.1171875,0
47,2024-05-02 23:00:00+00:00,59123.43359375,59373.79296875,59113.69140625,59343.35546875,0
48,2024-05-03 00:00:00+00:00,59048.8515625,59128.94140625,58851.484375,59087.4921875,0
49,2024-05-03 01:00:00+00:00,59359.3046875,59490.84375,59040.80859375,59053.3203125,0
50,2024-05-03 02:00:00+00:00,59561.47265625,59928.90234375,59302.40625,59336.19921875,26249216
51,2024-05-03 03:00:00+00:00,59740.55859375,59992.25390625,59557.21484375,59557.21484375,431472640
52,2024-05-03 04:00:00+00:00,59585.7734375,59825.6015625,59573.72265625,59736.5859375,0
53,2024-05-03 05:00:00+00:00,59524.203125,59622.6171875,59496.875,59608.1484375,0
54,2024-05-03 06:00:00+00:00,59274.48828125,59553.0078125,59274.48828125,59539.14453125,0
55,2024-05-03 07:00:00+00:00,59179.00390625,59420.6796875,59115.4296875,59283.90234375,16949248
56,2024-05-03 08:00:00+00:00,59244.4921875,59392.4140625,59146.7265625,59186.26953125,0
57,2024-05-03 09:00:00+00:00,59504.0,59574.38671875,59231.38671875,59231.38671875,0
58,2024-05-03 10:00:00+00:00,59036.72265625,59495.59765625,58892.45703125,59495.59765625,0
59,2024-05-03 11:00:00+00:00,59281.33203125,59397.95703125,58887.67578125,59044.8046875,0
60,2024-05-03 12:00:00+00:00,60693.3359375,60693.3359375,59013.984375,59285.08984375,569040896
61,2024-05-03 13:00:00+00:00,61662.1953125,61737.734375,60572.3828125,60645.46875,2481596416
62,2024-05-03 14:00:00+00:00,61660.2265625,62039.96484375,61431.18359375,61699.7265625,488306688
63,2024-05-03 15:00:00+00:00,61766.8515625,61766.8515625,61380.83203125,61648.47265625,0
64,2024-05-03 16:00:00+00:00,61674.0625,61997.82421875,61582.10546875,61698.07421875,332652544
65,2024-05-03 17:00:00+00:00,61852.609375,61952.2421875,61576.3671875,61693.65625,0
66,2024-05-03 18:00:00+00:00,61821.20703125,61984.40625,61750.46875,61837.90625,0
67,2024-05-03 19:00:00+00:00,62025.58984375,62025.58984375,61642.3515625,61832.6796875,0
68,2024-05-03 20:00:00+00:00,62860.75,63172.9375,62013.14453125,62105.0390625,1153718272
69,2024-05-03 21:00:00+00:00,62593.28125,62948.828125,62425.1015625,62903.46484375,0
70,2024-05-03 22:00:00+00:00,62858.1484375,63023.6015625,62731.97265625,62774.14453125,229607424
71,2024-05-03 23:00:00+00:00,62891.03125,63240.93359375,62828.5625,62838.44140625,331536384
72,2024-05-04 00:00:00+00:00,63123.515625,63199.1015625,62839.703125,62911.71875,0
73,2024-05-04 01:00:00+00:00,62914.22265625,63558.10546875,62870.0703125,63137.453125,228624384
74,2024-05-04 02:00:00+00:00,62705.02734375,62905.6171875,62638.41796875,62903.953125,0
75,2024-05-04 03:00:00+00:00,62722.58984375,62887.16015625,62692.76953125,62707.37890625,0
76,2024-05-04 04:00:00+00:00,63122.78515625,63122.78515625,62719.03125,62736.6796875,155394048
77,2024-05-04 05:00:00+00:00,63383.40625,63400.0859375,63015.64453125,63074.6640625,141899776
78,2024-05-04 06:00:00+00:00,62985.30078125,63404.625,62970.3203125,63404.625,0
79,2024-05-04 07:00:00+00:00,62985.26953125,63128.140625,62942.1015625,62986.89453125,0
80,2024-05-04 08:00:00+00:00,63155.22265625,63218.25390625,62972.05078125,62981.7578125,0
81,2024-05-04 09:00:00+00:00,63152.83984375,63292.6875,63090.19921875,63171.8828125,0
82,2024-05-04 10:00:00+00:00,64290.63671875,64290.63671875,63140.828125,63189.7109375,649922560
83,2024-05-04 11:00:00+00:00,63866.68359375,64464.6875,63796.58203125,64446.61328125,916570112
84,2024-05-04 12:00:00+00:00,64009.7578125,64025.62109375,63811.859375,63875.61328125,0
85,2024-05-04 13:00:00+00:00,63747.8828125,64144.16015625,63510.13671875,64077.265625,0
86,2024-05-04 14:00:00+00:00,63849.1015625,63911.87109375,63587.83203125,63747.23046875,0
87,2024-05-04 15:00:00+00:00,63642.15234375,63845.82421875,63513.91796875,63845.82421875,0
88,2024-05-04 16:00:00+00:00,63672.2734375,63722.91015625,63456.140625,63630.97265625,0
89,2024-05-04 17:00:00+00:00,63475.875,63692.12890625,63401.86328125,63692.12890625,0
90,2024-05-04 18:00:00+00:00,63648.3671875,63723.90234375,63430.5,63475.33203125,0
91,2024-05-04 19:00:00+00:00,63955.3984375,64009.44140625,63570.66796875,63656.1875,0
92,2024-05-04 20:00:00+00:00,63898.890625,64166.91015625,63888.73828125,63934.9453125,0
93,2024-05-04 21:00:00+00:00,63924.4140625,64114.640625,63584.3828125,63878.1171875,0
94,2024-05-04 22:00:00+00:00,63626.140625,63921.23828125,63619.8828125,63915.109375,0
95,2024-05-04 23:00:00+00:00,63892.453125,63931.26953125,63633.7890625,63633.7890625,0
96,2024-05-05 00:00:00+00:00,63527.40625,64150.76953125,63483.18359375,63899.5859375,141912064
97,2024-05-05 01:00:00+00:00,63330.7578125,63582.6015625,62955.3046875,63522.55078125,0
98,2024-05-05 02:00:00+00:00,63182.5625,63428.6328125,63181.2265625,63326.12109375,0
99,2024-05-05 03:00:00+00:00,63241.83203125,63271.47265625,63043.21875,63181.63671875,0
100,2024-05-05 04:00:00+00:00,63376.3671875,63407.01953125,63248.625,63248.625,0
101,2024-05-05 05:00:00+00:00,63208.94921875,63484.7265625,63182.30859375,63359.93359375,0
102,2024-05-05 06:00:00+00:00,63390.921875,63461.953125,63195.48046875,63223.19921875,0
103,2024-05-05 07:00:00+00:00,63762.27734375,63920.1484375,63389.203125,63396.05078125,200443904
104,2024-05-05 08:00:00+00:00,63691.765625,63896.82421875,63610.21875,63758.2734375,298469376
105,2024-05-05 09:00:00+00:00,63697.38671875,63736.76953125,63591.21484375,63679.4609375,7127040
106,2024-05-05 10:00:00+00:00,63700.12109375,63828.67578125,63593.53515625,63686.203125,0
107,2024-05-05 11:00:00+00:00,63852.8671875,63939.15625,63663.234375,63702.62109375,0
108,2024-05-05 12:00:00+00:00,63732.42578125,63877.43359375,63686.9921875,63862.7109375,0
109,2024-05-05 13:00:00+00:00,64107.65625,64245.93359375,63687.88671875,63744.98046875,175521792
110,2024-05-05 14:00:00+00:00,64143.0078125,64143.0078125,63814.5625,64123.7109375,23707648
111,2024-05-05 15:00:00+00:00,64449.6953125,64576.83203125,64026.4140625,64109.05078125,794212352
112,2024-05-05 16:00:00+00:00,64307.66015625,64506.63671875,64234.35546875,64484.73828125,212148224
113,2024-05-05 17:00:00+00:00,64254.796875,64452.0859375,64201.62109375,64315.0859375,0
114,2024-05-05 18:00:00+00:00,63935.07421875,64250.56640625,63899.4765625,64234.44140625,170616832
115,2024-05-05 19:00:00+00:00,63885.296875,64023.765625,63882.06640625,63957.484375,0
116,2024-05-05 20:00:00+00:00,63745.67578125,63888.875,63625.84765625,63888.875,0
117,2024-05-05 21:00:00+00:00,63816.85546875,63830.734375,63643.3984375,63746.8203125,0
118,2024-05-05 22:00:00+00:00,63897.91015625,63897.91015625,63725.19921875,63858.83203125,0
119,2024-05-05 23:00:00+00:00,64038.3125,64210.7890625,63856.64453125,63872.140625,271605760
120,2024-05-06 00:00:00+00:00,64230.75,64297.046875,64032.6328125,64032.6328125,0
121,2024-05-06 01:00:00+00:00,64160.96875,64467.38671875,64124.47265625,64231.765625,0
122,2024-05-06 02:00:00+00:00,63867.80859375,64223.0078125,63867.80859375,64161.328125,31041536
123,2024-05-06 03:00:00+00:00,63887.4921875,63933.50390625,63752.59765625,63851.6953125,0
124,2024-05-06 04:00:00+00:00,64157.859375,64172.02734375,63802.9765625,63876.10546875,208668672
125,2024-05-06 05:00:00+00:00,64168.03125,64324.0703125,64052.82421875,64165.0,255514624
126,2024-05-06 06:00:00+00:00,64237.54296875,64458.73828125,64158.3046875,64192.6484375,406423552
127,2024-05-06 07:00:00+00:00,64512.5859375,64512.5859375,64194.64453125,64242.49609375,189782016
128,2024-05-06 08:00:00+00:00,65137.6953125,65446.6640625,64498.44921875,64552.12890625,1584349184
129,2024-05-06 09:00:00+00:00,65146.59765625,65341.8046875,65143.22265625,65154.87109375,435687424
130,2024-05-06 10:00:00+00:00,64092.9609375,65249.79296875,63890.1640625,65161.46875,1510389760
131,2024-05-06 11:00:00+00:00,64215.8125,64329.50390625,64040.3203125,64040.3203125,663926784
132,2024-05-06 12:00:00+00:00,63572.51953125,64303.12890625,63396.73828125,64208.30078125,1495648256
133,2024-05-06 13:00:00+00:00,63847.66015625,63973.06640625,63484.16796875,63583.33984375,524603392
134,2024-05-06 14:00:00+00:00,63313.234375,64181.33984375,63313.234375,63876.3671875,828936192
135,2024-05-06 15:00:00+00:00,63701.53515625,63701.53515625,63015.6875,63286.5234375,748871680
136,2024-05-06 16:00:00+00:00,63156.2578125,63737.64453125,63146.6875,63675.7421875,139210752
137,2024-05-06 17:00:00+00:00,63122.35546875,63482.78125,62982.83984375,63191.03515625,614793216
138,2024-05-06 18:00:00+00:00,63423.6640625,63497.2578125,62993.86328125,63159.94140625,268752896
139,2024-05-06 19:00:00+00:00,63191.59765625,63411.72265625,62785.57421875,63411.72265625,873410560
140,2024-05-06 20:00:00+00:00,63316.73046875,63387.6484375,63054.83203125,63194.43359375,251641856
141,2024-05-06 21:00:00+00:00,63572.66796875,63585.28515625,63309.78515625,63309.78515625,238495744
142,2024-05-06 22:00:00+00:00,63495.0703125,63561.49609375,63442.74609375,63551.56640625,133203968
143,2024-05-06 23:00:00+00:00,63162.76171875,63492.1953125,63162.76171875,63492.1953125,0
144,2024-05-07 00:00:00+00:00,63524.015625,63602.859375,62985.1171875,63163.44921875,486096896
145,2024-05-07 01:00:00+00:00,63877.7578125,63931.7734375,63485.3984375,63531.7890625,404463616
146,2024-05-07 02:00:00+00:00,63700.4140625,63900.44921875,63636.67578125,63883.95703125,0
147,2024-05-07 03:00:00+00:00,63240.8203125,63719.90625,62957.41796875,63702.37890625,618754048
148,2024-05-07 04:00:00+00:00,63432.4765625,63432.4765625,63131.39453125,63243.390625,152707072
149,2024-05-07 05:00:00+00:00,63510.2109375,63626.53515625,63273.734375,63445.58984375,213553152
150,2024-05-07 06:00:00+00:00,63645.3671875,63683.9140625,63435.53515625,63546.34375,18178048
151,2024-05-07 07:00:00+00:00,63701.359375,63800.3203125,63660.5703125,63660.5703125,0
152,2024-05-07 08:00:00+00:00,64266.51171875,64336.3125,63658.421875,63676.39453125,0
153,2024-05-07 09:00:00+00:00,64126.3046875,64326.8828125,64117.78125,64224.015625,0
154,2024-05-07 10:00:00+00:00,64107.62109375,64158.12109375,63791.0546875,64125.44921875,0
155,2024-05-07 11:00:00+00:00,63506.19921875,64120.5390625,63396.2109375,64108.15234375,0
156,2024-05-07 12:00:00+00:00,63659.3984375,63733.7421875,63493.640625,63498.2421875,0
157,2024-05-07 13:00:00+00:00,63161.8359375,63708.1484375,63161.8359375,63663.7734375,0
158,2024-05-07 14:00:00+00:00,63822.890625,63822.890625,63121.18359375,63204.546875,0
159,2024-05-07 15:00:00+00:00,63724.53125,64246.27734375,63682.46484375,64015.70703125,0
160,2024-05-07 16:00:00+00:00,63590.96484375,63868.765625,63498.0390625,63745.26953125,0
161,2024-05-07 17:00:00+00:00,63410.484375,63638.5546875,63344.56640625,63638.5546875,0
162,2024-05-07 18:00:00+00:00,63153.7578125,63388.0546875,62853.01171875,63388.0546875,187430912
163,2024-05-07 19:00:00+00:00,62989.28515625,63225.63671875,62989.28515625,63155.96484375,0
164,2024-05-07 20:00:00+00:00,62971.66796875,63144.39453125,62916.83984375,63040.75390625,0
165,2024-05-07 21:00:00+00:00,63089.328125,63162.36328125,62841.60546875,62975.5390625,0
166,2024-05-07 22:00:00+00:00,62841.5390625,63084.00390625,62764.97265625,63067.30078125,596318208
167,2024-05-07 23:00:00+00:00,62332.640625,62853.0390625,62308.6171875,62853.0390625,849182720
168,2024-05-08 00:00:00+00:00,62598.94921875,62661.43359375,62138.43359375,62322.08203125,233715712
169,2024-05-08 01:00:00+00:00,62521.03515625,62664.41796875,62461.22265625,62586.515625,0
170,2024-05-08 02:00:00+00:00,62799.078125,62813.859375,62517.546875,62517.546875,63651840
171,2024-05-08 03:00:00+00:00,62860.43359375,62940.2109375,62630.109375,62795.53125,0
172,2024-05-08 04:00:00+00:00,62568.359375,62980.734375,62407.1953125,62880.421875,28241920
173,2024-05-08 05:00:00+00:00,62606.45703125,62735.78515625,62396.578125,62529.625,0
174,2024-05-08 06:00:00+00:00,62486.4921875,62677.11328125,62164.59375,62605.21875,228868096
175,2024-05-08 07:00:00+00:00,62184.890625,62542.97265625,62149.953125,62490.0078125,153493504
176,2024-05-08 08:00:00+00:00,62302.2578125,62382.02734375,62096.30078125,62194.08984375,0
177,2024-05-08 09:00:00+00:00,62280.19140625,62395.953125,62091.32421875,62371.6484375,105363456
178,2024-05-08 10:00:00+00:00,62467.3515625,62496.19921875,62272.06640625,62295.73046875,0
179,2024-05-08 11:00:00+00:00,62267.50390625,62485.546875,62155.3828125,62457.54296875,0
180,2024-05-08 12:00:00+00:00,62205.44921875,62437.77734375,62106.5703125,62268.984375,0
181,2024-05-08 13:00:00+00:00,62349.28125,62356.984375,61812.28125,62226.28515625,589953024
182,2024-05-08 14:00:00+00:00,62596.13671875,62760.9765625,62178.9375,62406.01953125,258519040
183,2024-05-08 15:00:00+00:00,62276.8046875,62590.94921875,61936.6015625,62574.3828125,0
184,2024-05-08 16:00:00+00:00,62401.16015625,62401.16015625,62012.1875,62258.8359375,191954944
185,2024-05-08 17:00:00+00:00,62579.421875,62629.20703125,62383.25,62423.75390625,167247872
186,2024-05-08 18:00:00+00:00,62502.55859375,62726.4609375,62460.25,62581.33203125,0
187,2024-05-08 19:00:00+00:00,62233.46875,62508.6640625,61961.44921875,62498.7578125,243908608
188,2024-05-08 20:00:00+00:00,61593.57421875,62180.2578125,61482.7265625,62154.31640625,753676288
189,2024-05-08 21:00:00+00:00,61473.25,61705.23828125,61394.78515625,61569.53125,294174720
190,2024-05-08 22:00:00+00:00,61231.9140625,61537.43359375,61132.40625,61469.6875,0
191,2024-05-08 23:00:00+00:00,61191.19921875,61239.43359375,60887.19140625,61239.43359375,0
192,2024-05-09 00:00:00+00:00,61399.796875,61435.66015625,61147.81640625,61162.90625,0
193,2024-05-09 01:00:00+00:00,61519.90234375,61533.9921875,61376.78515625,61388.5234375,0
194,2024-05-09 02:00:00+00:00,61641.9140625,61648.87890625,61465.86328125,61523.84765625,0
195,2024-05-09 03:00:00+00:00,61672.72265625,61734.46484375,61421.4765625,61642.296875,9031680
196,2024-05-09 04:00:00+00:00,61497.86328125,61720.19921875,61425.921875,61658.40625,0
197,2024-05-09 05:00:00+00:00,61588.796875,61648.39453125,61442.1953125,61501.03515625,0
198,2024-05-09 06:00:00+00:00,61619.3515625,61741.625,61517.15625,61590.76171875,0
199,2024-05-09 07:00:00+00:00,61220.17578125,61608.203125,61166.10546875,61588.9296875,0
200,2024-05-09 08:00:00+00:00,61269.43359375,61386.4765625,61158.015625,61229.0703125,0
201,2024-05-09 09:00:00+00:00,61232.75390625,61323.0234375,60954.546875,61287.69140625,0
202,2024-05-09 10:00:00+00:00,60860.14453125,61227.43359375,60860.14453125,61227.43359375,93763584
203,2024-05-09 11:00:00+00:00,61054.52734375,61138.265625,60660.4609375,60796.2734375,538187776
204,2024-05-09 12:00:00+00:00,61511.66015625,61514.39453125,61030.64453125,61030.64453125,273014784
205,2024-05-09 13:00:00+00:00,61136.19140625,61496.01171875,60916.2421875,61496.01171875,0
206,2024-05-09 14:00:00+00:00,61450.328125,61457.01953125,61156.06640625,61156.06640625,0
207,2024-05-09 15:00:00+00:00,62121.359375,62226.28125,61486.9765625,61520.29296875,678252544
208,2024-05-09 16:00:00+00:00,61915.5390625,62578.62109375,61915.5390625,62138.78125,1079642112
209,2024-05-09 17:00:00+00:00,61959.0234375,62172.4453125,61795.61328125,61846.96875,245499904
210,2024-05-09 18:00:00+00:00,62199.58203125,62234.7421875,61931.6953125,61939.93359375,17051648
211,2024-05-09 19:00:00+00:00,62414.9375,62515.8359375,62194.79296875,62239.9921875,0
212,2024-05-09 20:00:00+00:00,62623.58203125,62623.58203125,62373.12109375,62418.1484375,0
213,2024-05-09 21:00:00+00:00,62549.95703125,62799.56640625,62450.7734375,62622.515625,0
214,2024-05-09 22:00:00+00:00,63295.296875,63382.02734375,62530.265625,62532.74609375,168048640
215,2024-05-09 23:00:00+00:00,63055.19140625,63282.546875,62883.5,63279.96875,718848
216,2024-05-10 00:00:00+00:00,62829.19140625,63075.9296875,62773.05078125,63061.99609375,0
217,2024-05-10 01:00:00+00:00,62873.3828125,62927.328125,62682.37109375,62871.12109375,131633152
218,2024-05-10 02:00:00+00:00,62875.12890625,62984.5703125,62793.1328125,62872.828125,0
219,2024-05-10 03:00:00+00:00,62916.93359375,62930.0078125,62806.6953125,62897.20703125,0
220,2024-05-10 04:00:00+00:00,62931.01953125,62996.51171875,62838.07421875,62910.82421875,0
221,2024-05-10 05:00:00+00:00,62765.609375,62958.8828125,62691.1953125,62927.109375,0
222,2024-05-10 06:00:00+00:00,63175.140625,63210.34375,62765.16015625,62765.16015625,141074432
223,2024-05-10 07:00:00+00:00,63133.01953125,63334.23828125,63000.7734375,63158.71875,760651776
224,2024-05-10 08:00:00+00:00,62981.23828125,63115.4609375,62869.0,63115.4609375,0
225,2024-05-10 09:00:00+00:00,63096.5546875,63137.76171875,62864.68359375,63040.265625,0
226,2024-05-10 10:00:00+00:00,63009.6875,63114.96875,62874.59765625,63114.96875,0
227,2024-05-10 11:00:00+00:00,63283.125,63283.125,62830.9375,63015.96875,0
228,2024-05-10 12:00:00+00:00,63016.703125,63437.75,62971.2421875,63297.09765625,0
229,2024-05-10 13:00:00+00:00,63035.0,63078.01953125,62844.39453125,63011.875,0
230,2024-05-10 14:00:00+00:00,61223.125,63034.87109375,60905.0390625,63034.87109375,1956147200
231,2024-05-10 15:00:00+00:00,60913.7109375,61247.08203125,60765.57421875,61084.42578125,731889664
232,2024-05-10 16:00:00+00:00,61110.2890625,61246.734375,60432.54296875,60840.85546875,205176832
233,2024-05-10 17:00:00+00:00,60385.109375,61064.1484375,60291.0,61064.1484375,790075392
234,2024-05-10 18:00:00+00:00,60648.94140625,60700.4140625,60248.46875,60372.35546875,573736960
235,2024-05-10 19:00:00+00:00,60725.43359375,60807.6640625,60529.59375,60693.26953125,211456000
236,2024-05-10 20:00:00+00:00,60463.703125,60916.01171875,60463.703125,60647.7890625,222025728
237,2024-05-10 21:00:00+00:00,60613.81640625,60746.02734375,60458.78125,60465.2734375,0
238,2024-05-10 22:00:00+00:00,60853.01953125,60891.8671875,60640.26171875,60689.62890625,0
239,2024-05-10 23:00:00+00:00,60793.35546875,60987.765625,60785.38671875,60847.359375,0
240,2024-05-11 00:00:00+00:00,60782.21875,60908.62109375,60656.8828125,60791.7578125,0
241,2024-05-11 01:00:00+00:00,60870.6640625,61057.33203125,60768.19140625,60768.19140625,0
242,2024-05-11 02:00:00+00:00,60859.140625,60944.3125,60759.86328125,60879.640625,0
243,2024-05-11 03:00:00+00:00,60719.6328125,60883.75390625,60719.6328125,60879.78125,0
244,2024-05-11 04:00:00+00:00,60773.3671875,60833.984375,60714.21875,60728.9453125,0
245,2024-05-11 05:00:00+00:00,60895.6171875,60900.98828125,60768.921875,60780.76953125,0
246,2024-05-11 06:00:00+00:00,60953.9453125,61059.2109375,60898.83984375,60905.6015625,0
247,2024-05-11 07:00:00+00:00,60971.5546875,60977.63671875,60888.23046875,60939.9375,0
248,2024-05-11 08:00:00+00:00,60805.28125,61056.625,60805.28125,60987.93359375,0
249,2024-05-11 09:00:00+00:00,60826.65234375,60850.7578125,60696.09375,60804.80859375,6393856
250,2024-05-11 10:00:00+00:00,60732.86328125,60890.53515625,60694.5234375,60890.53515625,0
251,2024-05-11 11:00:00+00:00,60682.44921875,60760.1640625,60509.14453125,60726.01171875,0
252,2024-05-11 12:00:00+00:00,60706.09375,60789.34765625,60636.703125,60694.15625,0
253,2024-05-11 13:00:00+00:00,60947.5234375,60954.59375,60655.32421875,60693.51171875,0
254,2024-05-11 14:00:00+00:00,60832.0390625,60976.78515625,60761.39453125,60947.3515625,0
255,2024-05-11 15:00:00+00:00,61146.2734375,61441.33203125,60825.328125,60825.328125,0
256,2024-05-11 16:00:00+00:00,61138.5390625,61376.15625,61094.125,61153.5078125,0
257,2024-05-11 17:00:00+00:00,61052.18359375,61199.69140625,60997.359375,61170.70703125,0
258,2024-05-11 18:00:00+00:00,61233.4140625,61255.35546875,61001.69921875,61083.4453125,0
259,2024-05-11 19:00:00+00:00,61143.11328125,61208.94140625,61058.3359375,61208.94140625,0
260,2024-05-11 20:00:00+00:00,60991.60546875,61119.08203125,60833.30078125,61119.08203125,0
261,2024-05-11 21:00:00+00:00,60918.5546875,60996.8671875,60837.88671875,60996.8671875,0
262,2024-05-11 22:00:00+00:00,60891.22265625,60960.11328125,60885.94140625,60906.83984375,0
263,2024-05-11 23:00:00+00:00,60793.50390625,60963.7109375,60777.84765625,60893.7265625,0
264,2024-05-12 00:00:00+00:00,60964.72265625,61024.31640625,60810.91015625,60810.91015625,0
265,2024-05-12 01:00:00+00:00,60845.73828125,61045.5078125,60845.73828125,60961.10546875,0
266,2024-05-12 02:00:00+00:00,60896.54296875,60950.46484375,60834.203125,60847.21875,0
267,2024-05-12 03:00:00+00:00,60913.05078125,60949.1484375,60846.89453125,60902.296875,0
268,2024-05-12 04:00:00+00:00,61081.37890625,61099.25390625,60904.4921875,60910.2890625,0
269,2024-05-12 05:00:00+00:00,61046.72265625,61080.51171875,60977.06640625,61080.51171875,0
270,2024-05-12 06:00:00+00:00,60938.62890625,61045.30078125,60926.37109375,61020.1796875,0
271,2024-05-12 07:00:00+00:00,60752.38671875,60973.8671875,60637.23828125,60931.05859375,184368128
272,2024-05-12 08:00:00+00:00,60995.15625,61054.515625,60774.9609375,60810.3203125,133199872
273,2024-05-12 09:00:00+00:00,60985.22265625,61049.98046875,60950.23046875,61017.015625,0
274,2024-05-12 10:00:00+00:00,61131.0546875,61324.87109375,60973.2421875,60973.2421875,399575040
275,2024-05-12 11:00:00+00:00,61113.328125,61194.875,61093.4296875,61135.93359375,0
276,2024-05-12 12:00:00+00:00,61135.19921875,61183.33984375,61077.19140625,61116.5234375,0
277,2024-05-12 13:00:00+00:00,61179.1953125,61179.1953125,61089.390625,61128.0703125,0
278,2024-05-12 14:00:00+00:00,61142.48828125,61272.80078125,61110.64453125,61177.421875,5659648
279,2024-05-12 15:00:00+00:00,61361.03125,61460.53125,61128.17578125,61154.046875,0
280,2024-05-12 16:00:00+00:00,61369.51953125,61808.85546875,61364.5859375,61388.52734375,408326144
281,2024-05-12 17:00:00+00:00,61626.58203125,61626.58203125,61197.82421875,61362.24609375,377816064
282,2024-05-12 18:00:00+00:00,61377.90625,61617.078125,61346.984375,61612.87890625,59369472
283,2024-05-12 19:00:00+00:00,61374.73828125,61412.5234375,61219.1875,61360.80078125,110969856
284,2024-05-12 20:00:00+00:00,61285.2109375,61401.70703125,61285.2109375,61394.14453125,0
285,2024-05-12 21:00:00+00:00,61219.98046875,61282.29296875,60972.0234375,61280.62109375,336227328
