date,open,high,low,close,volume,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
2021-02-01,33092.97,34717.27,32296.16,33526.37,82718.276882,2791776658.0056057,1810492.0,41855.841486,1413158966.728098
2021-02-02,33517.09,35984.33,33418.0,35466.24,78056.65988,2716321896.3176084,1789672.0,39216.563106,1364790964.6368997
2021-02-03,35472.71,37662.63,35362.38,37618.87,80784.333663,2951232788.184305,1881740.0,39863.07506,1456248046.1419172
2021-02-04,37620.26,38708.27,36161.95,36936.66,92080.735898,3452669022.153292,2211866.0,45516.21369,1707710013.8895383
2021-02-05,36936.65,38310.12,36570.0,38290.24,66681.334275,2509278291.7515864,1853253.0,32756.385031,1232713879.8381383
2021-02-06,38289.32,40955.51,38215.94,39186.94,98757.311183,3922095148.92815,2291646.0,52015.513362,2065180747.347224
2021-02-07,39181.01,39700.0,37351.0,38795.69,84363.679763,3256521384.2406106,1976357.0,40764.388959,1574482907.5639021
2021-02-08,38795.69,46794.45,37988.89,46374.87,138597.536914,5881536976.635699,3230961.0,72345.891568,3069313839.4411354
2021-02-09,46374.86,48142.19,44961.09,46420.42,115499.861712,5386255398.017187,3119034.0,57429.564347,2679451036.491803
2021-02-10,46420.42,47310.0,43727.0,44807.58,97154.1822,4431650130.251105,2891592.0,47971.985731,2190231238.817587
2021-02-11,44807.58,48678.9,43994.02,47969.51,89561.081454,4185630934.4108953,2570949.0,46138.33674,2158335922.692323
2021-02-12,47968.66,48985.8,46125.0,47287.6,85870.035697,4080571908.9676614,2418841.0,41841.039135,1990472918.9285848
2021-02-13,47298.15,48150.0,46202.53,47153.69,63768.097399,3007710147.4181595,2058823.0,30996.309859,1462495399.9928117
2021-02-14,47156.78,49707.43,47014.17,48577.79,73735.475533,3584808348.834733,2090070.0,38752.156681,1884009921.0628607
2021-02-15,48580.47,49010.92,45570.79,47911.1,79398.156784,3782219060.6647215,2313155.0,38176.364661,1819251655.7814271
2021-02-16,47911.1,50689.18,47003.62,49133.45,88813.266298,4349983777.692368,2199849.0,45608.603838,2236524604.988356
2021-02-17,49133.45,52618.74,48947.0,52119.71,85743.637818,4365831514.815298,2514374.0,45055.446241,2294099235.2800226
2021-02-18,52117.67,52530.0,50901.9,51552.6,60758.046954,3149973077.487466,1891592.0,28893.358623,1498231635.8439088
2021-02-19,51552.61,56368.0,50710.2,55906.0,79659.77802,4251167827.6842465,2339215.0,40556.020246,2164871310.223942
2021-02-20,55906.0,57700.46,53863.93,55841.19,80948.205314,4551890859.8512745,2642846.0,38636.066274,2172833878.4409647
2021-02-21,55841.19,58352.8,55477.59,57408.57,58166.708511,3317998263.3478894,1950533.0,29506.089085,1683107088.1573696
2021-02-22,57412.35,57508.47,47622.0,54087.67,134019.434944,7213386720.436798,3313083.0,63677.661979,3427217154.5209727
2021-02-23,54087.67,54183.59,44892.56,48891.0,169375.025051,8215839131.243385,3825196.0,82464.142992,4002195292.097356
2021-02-24,48891.0,51374.99,46988.69,49676.2,91881.209252,4574033001.379536,2194532.0,45750.714831,2278566606.1383467
2021-02-25,49676.21,52041.73,46674.34,47073.73,83310.673121,4152188728.1416144,2305679.0,40610.664759,2026068517.6463616
2021-02-26,47073.73,48424.11,44106.78,46276.87,109423.200663,5086374532.734615,2371766.0,53626.904622,2494190193.2522826
2021-02-27,46276.88,48394.0,45000.0,46106.43,66060.834292,3105897438.5509715,1757720.0,31987.019647,1505012110.949598
2021-02-28,46103.67,46638.46,43000.0,45135.66,83055.369042,3708359965.454581,1838345.0,40688.17185,1817797446.6023808
2021-03-01,45134.11,49790.0,44950.53,49587.03,85086.111648,4057515794.865728,2147223.0,42616.994361,2032566685.6143072
2021-03-02,49595.76,50200.0,47047.6,48440.65,64221.06214,3120472069.909453,1855583.0,31377.038077,1525145370.1435204
2021-03-03,48436.61,52640.0,48100.71,50349.37,81035.913705,4109521257.5407,2242131.0,40955.368399,2077586898.6782105
2021-03-04,50349.37,51773.88,47500.0,48374.09,82649.716829,4079837240.8567615,2291936.0,40269.977888,1987955554.8048143
2021-03-05,48374.09,49448.93,46300.0,48751.71,78192.496372,3727133104.8373103,2054216.0,38318.310377,1827025012.2175496
2021-03-06,48746.81,49200.0,47070.0,48882.2,44399.234242,2143910705.2915032,1476474.0,21500.615617,1038365872.9799548
2021-03-07,48882.2,51450.03,48882.2,50971.75,55235.028032,2778875909.4491262,1758101.0,27885.596964,1402782879.7211533
2021-03-08,50959.11,52402.78,49274.67,52375.17,66987.359664,3400847931.036074,1999401.0,33595.42957,1706117798.1054993
2021-03-09,52375.18,54895.0,51789.41,54884.5,71656.737076,3861450964.6549034,2194398.0,35011.541086,1886844773.6846297
2021-03-10,54874.67,57387.69,53005.0,55851.59,84749.238943,4700197563.359213,2647284.0,42651.887405,2366856292.8667717
2021-03-11,55851.59,58150.0,54272.82,57773.16,81914.812859,4612366201.00222,2509970.0,40603.449668,2288704819.0951066
2021-03-12,57773.15,58081.51,54962.84,57221.72,73405.406047,4162054726.3788385,2489931.0,35802.941462,2030616300.473431
2021-03-13,57221.72,61844.0,56078.23,61188.39,83245.091346,4933383453.245977,2559002.0,44387.231918,2631390814.772793
2021-03-14,61188.38,61724.79,58966.78,58968.31,52601.05275,3176397573.8846426,1829769.0,25325.26705,1530051005.3980403
2021-03-15,58976.08,60633.43,54600.0,55605.2,102771.427298,5874241052.093372,2683815.0,49825.438347,2848907086.6343694
2021-03-16,55605.2,56938.29,53271.34,56900.75,77986.694355,4304259207.6451,2241208.0,37825.501493,2088111362.5512383
2021-03-17,56900.74,58974.73,54123.69,58912.97,70421.620841,3960992972.154292,2204296.0,34778.745775,1957825522.6803288
2021-03-18,58912.97,60129.97,57023.0,57648.16,66580.406675,3900885761.2128057,2040947.0,32287.379911,1892327691.3666964
2021-03-19,57641.0,59468.0,56270.74,58030.01,52392.652961,3052711147.934925,1885830.0,25552.511223,1489274083.2643423
2021-03-20,58030.01,59880.0,57820.17,58102.28,44476.941776,2616535093.051585,1724131.0,22212.446723,1307023993.1234434
2021-03-21,58100.02,58589.1,55450.11,57351.56,48564.470274,2774223129.62381,1773546.0,23648.941676,1350989191.2768383
2021-03-22,57351.56,58430.73,53650.0,54083.25,62581.626169,3527479514.3256526,1927345.0,30749.059028,1733579080.5690005
2021-03-23,54083.25,55830.9,53000.0,54340.89,59789.365427,3264650774.8174615,1740349.0,29563.40974,1614722150.8192565
2021-03-24,54342.8,57200.0,51700.0,52303.65,83537.465021,4583159614.046461,2401988.0,39323.130067,2161386678.806821
2021-03-25,52303.66,53287.0,50427.56,51293.78,87400.534538,4536327184.957861,2099425.0,42947.397733,2229351569.5870266
2021-03-26,51293.78,55073.46,51214.6,55025.59,63813.774692,3397036140.7516375,1773150.0,31822.545238,1694326043.3371155
2021-03-27,55025.59,56700.36,53950.0,55817.14,50105.475055,2767070175.861931,1528776.0,24739.948471,1365965317.2505236
2021-03-28,55817.14,56559.75,54691.84,55777.63,39050.387511,2178777329.4452167,1551283.0,19262.725935,1074959545.9590087
2021-03-29,55777.65,58405.82,54800.01,57635.47,67857.937398,3877131109.7346454,1983437.0,34373.804556,1963800173.6560595
2021-03-30,57635.46,59368.0,57071.35,58746.57,55122.443122,3221944107.4550304,1612744.0,27541.52668,1610812657.929902
2021-03-31,58746.57,59800.0,56769.0,58740.55,60975.542666,3575976083.8045754,1928224.0,31074.813187,1823822792.91045
2021-04-01,58739.46,59490.0,57935.45,58720.44,47415.61722,2789238879.9433737,1594431.0,22966.256736,1351151697.892222
2021-04-02,58720.45,60200.0,58428.57,58950.01,47382.418781,2811159761.2684674,1666356.0,23695.695154,1406393729.8307693
2021-04-03,58950.01,59791.72,56880.0,57051.94,47409.852113,2783151686.164537,1606805.0,23057.967017,1353960264.6219625
2021-04-04,57051.95,58492.85,56388.0,58202.01,41314.081973,2380139010.7302322,1499113.0,20609.134161,1187123542.5798833
2021-04-05,58202.01,59272.0,56777.77,59129.99,54258.01579,3155214764.1644855,2035877.0,27269.49269,1586344787.5541687
2021-04-06,59129.99,59495.24,57413.02,57991.15,54201.000727,3166911557.1481576,1960513.0,26699.197872,1560539125.7780592
2021-04-07,57990.03,58655.0,55473.0,55953.45,71228.405659,4053294016.484514,2206433.0,34737.582155,1977438033.92863
2021-04-08,55953.44,58153.31,55700.0,58077.52,44283.147019,2531779682.552427,1661080.0,22161.69051,1267126859.4438903
2021-04-09,58077.52,58894.9,57654.0,58142.54,40831.884911,2378340697.289584,1615962.0,20354.234456,1185679367.9100363
2021-04-10,58142.55,61500.0,57900.01,59769.13,69906.424117,4197138552.4690337,2470398.0,36018.637566,2162858397.75344
2021-04-11,59769.13,60699.0,59232.52,60002.43,41156.715391,2462032926.6179814,1746102.0,20798.058779,1244349091.4434772
2021-04-12,59998.8,61300.0,59350.59,59860.0,56375.037117,3393042867.8714666,1806298.0,27645.201153,1664588823.4110289
2021-04-13,59860.01,63777.77,59805.15,63575.0,82848.688746,5154877375.389618,2703735.0,41662.533028,2592724448.3698506
2021-04-14,63575.01,64854.0,61301.0,62959.53,82616.343993,5239081228.156977,2645625.0,40070.377527,2542171083.4126883
2021-04-15,62959.53,63800.0,62020.0,63159.98,51649.70034,3248931738.293182,1938028.0,25628.168379,1612303095.2882545
2021-04-16,63158.74,63520.61,60000.0,61334.8,91764.139884,5647292669.615494,2639940.0,43570.023147,2680750914.504573
2021-04-17,61334.81,62506.05,59580.91,60006.66,58912.256128,3605701810.6750474,2268816.0,28386.274106,1737722135.3795059
2021-04-18,60006.67,60499.0,50931.3,56150.01,124882.131824,6949379727.429154,3444089.0,59404.616809,3303953081.0962186
2021-04-19,56150.01,57526.81,54221.58,55633.14,78229.042267,4398619580.647143,2390527.0,38362.384979,2156617047.2387314
2021-04-20,55633.14,57076.24,53329.96,56425.0,72744.482151,4037701391.6195264,2148820.0,35519.589727,1971916967.5849752
2021-04-21,56425.0,56757.91,53536.02,53787.63,66984.756909,3704549578.6973033,2134946.0,32188.929493,1780065583.272094
2021-04-22,53787.62,55521.48,50500.0,51690.96,104656.631337,5594983857.318092,2744621.0,50550.77147,2703745286.3887057
2021-04-23,51690.95,52131.85,47500.0,51125.14,132230.780719,6571097317.467918,2888237.0,63769.621253,3170392794.0548844
2021-04-24,51110.56,51166.22,48657.14,50047.84,55361.512573,2762081002.878663,1164985.0,26782.233007,1336607709.8567977
2021-04-25,50047.84,50567.91,46930.0,49066.77,58255.645004,2867858315.1873198,1475479.0,27767.331394,1367920871.5281663
2021-04-26,49066.76,54356.62,48753.44,54001.39,86310.802124,4555688503.3973875,2174544.0,43183.936749,2277375506.8553133
2021-04-27,54001.38,55460.0,53222.0,55011.97,54064.034675,2949719328.3669896,1568666.0,25631.074629,1398731801.176336
2021-04-28,55011.97,56428.0,53813.16,54846.22,55130.459015,3020242787.5066776,1830042.0,26762.033422,1466278915.015322
2021-04-29,54846.23,55195.84,52330.94,53555.0,52486.019455,2823220335.4760413,1763676.0,25339.743902,1362821167.9325397
2021-04-30,53555.0,57963.0,53013.01,57694.27,68578.910045,3808187372.7393794,2267648.0,35634.129087,1978866536.224178
2021-05-01,57697.25,58458.07,56956.14,57800.37,42600.351836,2460342954.8425207,1743013.0,20574.810226,1188354972.0137234
2021-05-02,57797.35,57911.02,56035.25,56578.21,36812.878863,2089763230.4396267,1371638.0,18172.891836,1031569632.439158
2021-05-03,56578.21,58981.44,56435.0,57169.39,57649.931286,3337604542.627381,2102128.0,28536.055533,1652286174.1582646
2021-05-04,57169.39,57200.0,53046.69,53200.01,85324.625903,4705402064.300975,2492629.0,41029.688246,2262794503.8147497
2021-05-05,53205.05,58069.82,52900.0,57436.11,77263.923439,4327994296.151437,2378119.0,38729.475016,2170539511.777277
2021-05-06,57436.11,58360.0,55200.0,56393.68,70181.671908,3992289527.7370977,2459881.0,34248.899643,1949210281.6920164
2021-05-07,56393.68,58650.0,55241.63,57314.75,74542.747829,4239374487.474772,2361692.0,36877.602566,2097609397.2297568
2021-05-08,57315.49,59500.0,56900.0,58862.05,69709.906028,4079553831.988064,2311378.0,34329.699156,2009442622.588905
2021-05-09,58866.53,59300.0,56235.66,58240.84,69806.11991,4043552701.5065985,2170139.0,34301.050457,1987959541.940182
2021-05-10,58240.83,59500.0,53400.0,55816.14,89586.34925,5131782639.966138,2575419.0,43057.977029,2468201497.9675717
2021-05-11,55816.14,56862.43,54370.0,56670.02,64329.54055,3583030654.763019,1911480.0,30880.828339,1720075588.2236335
2021-05-12,56670.02,58000.01,48600.0,49631.32,99842.789836,5476115093.110468,2676826.0,48299.826001,2654897646.092577
2021-05-13,49537.15,51367.19,46000.0,49670.97,147332.002121,7303694688.601401,3570506.0,71742.003359,3558735468.0045953
2021-05-14,49671.92,51483.0,48799.75,49841.45,80082.204306,4015904915.4079103,2095860.0,37184.128863,1864162620.5027144
2021-05-15,49844.16,50700.0,46555.0,46762.99,89437.449359,4350775846.517358,2286791.0,42257.918463,2056302844.8610208
2021-05-16,46762.99,49795.89,43825.39,46431.5,114269.812775,5367497608.115901,2661295.0,53797.590877,2528671396.1080194
2021-05-17,46426.83,46686.0,42001.0,43538.04,166657.172736,7346755531.933858,3216821.0,80610.146581,3555755756.3229218
2021-05-18,43538.02,45799.29,42250.02,42849.78,116979.860784,5146670282.547901,2561165.0,55703.00041,2450848779.21598
2021-05-19,42849.78,43584.9,30000.0,36690.09,354347.243161,13477694934.871796,6331062.0,168271.347308,6410032516.523526
2021-05-20,36671.23,42451.67,34850.0,40526.64,203017.596923,8019897067.176219,4269898.0,100167.126413,3959645913.2324944
2021-05-21,40525.39,42200.0,33488.0,37252.01,202100.888258,7713346610.274128,3993336.0,94002.431409,3591749386.7876506
2021-05-22,37263.35,38829.0,35200.62,37449.73,126542.243689,4730567647.6744,2716691.0,63310.452012,2367081500.530058
2021-05-23,37458.51,38270.64,31111.01,34655.25,217136.046593,7431242463.203841,4082004.0,104637.659409,3584259319.7463818
2021-05-24,34681.44,39920.0,34031.0,38796.29,161630.893971,5996773032.151345,3510578.0,81584.825314,3031032098.518881
2021-05-25,38810.99,39791.77,36419.62,38324.72,111996.228404,4253519579.378729,2508310.0,54153.536814,2057463609.9509113
2021-05-26,38324.72,40841.0,37800.44,39241.91,104780.773396,4113717505.263555,2432319.0,50485.076994,1983423341.5599248
2021-05-27,39241.92,40411.14,37134.27,38529.98,86547.158794,3361413526.053543,2102182.0,42256.012801,1641681553.5291371
2021-05-28,38529.99,38877.83,34684.0,35663.49,135377.62972,4926260941.933614,2659178.0,64327.281853,2341060689.073459
2021-05-29,35661.79,37338.58,33632.76,34605.15,112663.092689,3949843335.322595,2169643.0,54284.199652,1904345668.779006
2021-05-30,34605.15,36488.0,33379.0,35641.27,73535.386967,2601994948.148242,1559892.0,37406.813903,1324617922.554574
2021-05-31,35641.26,37499.0,34153.84,37253.81,94160.735289,3406047734.8311286,1896359.0,46337.932504,1677796724.0573614
2021-06-01,37253.82,37894.81,35666.0,36693.09,81234.66377,2973928300.375587,1760417.0,40291.834851,1475008291.233647
2021-06-02,36694.85,38225.0,35920.0,37568.68,67587.372495,2523462575.6884375,1530915.0,34328.496287,1281854474.912083
2021-06-03,37568.68,39476.0,37170.0,39246.79,75889.106011,2930945325.709207,1949658.0,38664.297849,1493504667.6138017
2021-06-04,39246.78,39289.07,35555.15,36829.0,91317.799245,3379399754.9305224,1926311.0,43105.97173,1595098152.9668267
2021-06-05,36829.15,37925.0,34800.0,35513.2,70459.62149,2560547116.8364058,1463754.0,34397.77436,1249708171.2723916
2021-06-06,35516.07,36480.0,35222.0,35796.31,47650.206637,1711857075.0471697,993430.0,23661.260636,850204250.7625557
2021-06-07,35796.31,36900.0,33300.0,33552.79,77574.952573,2755673601.7139134,1532260.0,36431.560586,1295757611.708646
2021-06-08,33556.96,34068.01,31000.0,33380.81,123251.189037,4030784324.609684,2074885.0,60095.990201,1966354847.5691984
2021-06-09,33380.8,37534.79,32396.82,37388.05,136607.597517,4794741674.438823,2601479.0,68790.289265,2415789675.0859303
2021-06-10,37388.05,38491.0,35782.0,36675.72,109527.284943,4062957162.3643,2231430.0,53639.424022,1990486079.2177143
2021-06-11,36677.83,37680.4,35936.77,37331.98,78466.0053,2903043643.310072,1727645.0,39406.719224,1458619433.2768435
2021-06-12,37331.98,37463.63,34600.36,35546.11,87717.54999,3132387326.5375137,1719650.0,42571.205313,1520432734.299909
2021-06-13,35546.12,39380.0,34757.0,39020.57,86921.025555,3208991521.63768,1894103.0,45675.273616,1688611358.4117024
2021-06-14,39020.56,41064.05,38730.0,40516.29,108522.391949,4320307646.765389,2185089.0,53645.908744,2135285912.620505
2021-06-15,40516.28,41330.0,39506.4,40144.04,80679.622838,3247746713.6274095,1931890.0,39428.829726,1587381565.8154128
2021-06-16,40143.8,40527.14,38116.01,38349.01,87771.976937,3450556041.6005836,2134897.0,42137.242251,1657135674.8230217
2021-06-17,38349.0,39559.88,37365.0,38092.97,79541.307119,3065622530.039886,1620210.0,37936.812673,1462729677.1158257
2021-06-18,38092.97,38202.84,35129.29,35819.84,95228.042935,3507868126.3062024,1809253.0,44824.436567,1651613641.3868167
2021-06-19,35820.48,36457.0,34803.52,35483.72,68712.449461,2453817534.7771697,1212278.0,33788.293345,1207082481.7647176
2021-06-20,35483.72,36137.72,33336.0,35600.16,89878.17085,3124634336.8407607,1691871.0,44194.067387,1537385055.4929118
2021-06-21,35600.17,35750.0,31251.23,31608.93,168778.873159,5545926077.788067,2688993.0,81297.469751,2671033140.1889787
2021-06-22,31614.12,33298.78,28805.0,32509.56,204208.179762,6406159197.076789,3113977.0,99149.182266,3115465362.9670815
2021-06-23,32509.56,34881.0,31683.0,33678.07,126966.100563,4282250433.919445,2026228.0,63340.033137,2136458765.586804
2021-06-24,33675.07,35298.0,32286.57,34663.09,86625.80426,2925373222.105977,1531230.0,43994.708298,1486960778.3267727
2021-06-25,34663.08,35500.0,31275.0,31584.45,116061.130356,3846120542.6572967,2094932.0,55656.156252,1846078278.3047829
2021-06-26,31576.09,32730.0,30151.0,32283.65,107820.375287,3376415451.793124,1814051.0,52978.159256,1659918820.240478
2021-06-27,32283.65,34749.0,31973.45,34700.34,96613.244211,3199980157.7503333,1799875.0,48772.52918,1616348030.4826243
2021-06-28,34702.49,35297.71,33862.72,34494.89,82222.267819,2837122779.5244017,1868627.0,40552.29218,1399861431.1646347
2021-06-29,34494.89,36600.0,34225.43,35911.73,90788.79622,3233947791.8633885,1673802.0,45376.587629,1616093004.8521647
2021-06-30,35911.72,36100.0,34017.55,35045.0,77152.197634,2688939291.095673,1301036.0,37035.769674,1290873346.2241623
2021-07-01,35045.0,35057.57,32711.0,33504.69,71708.266112,2410809595.3904567,1240681.0,34986.055016,1176002216.565681
2021-07-02,33502.33,33977.04,32699.0,33786.55,56172.181378,1870193042.3935373,1176457.0,27271.658005,908203511.3411496
2021-07-03,33786.54,34945.61,33316.73,34669.13,43044.578641,1478423023.503483,1078278.0,21331.875045,732586226.4725718
2021-07-04,34669.12,35967.85,34357.15,35286.51,43703.475789,1544458212.3926332,1164970.0,21180.335069,748187394.2395808
2021-07-05,35288.13,35293.78,33125.55,33690.14,64123.874245,2183406257.4938293,1109367.0,31489.855372,1071967415.4253109
2021-07-06,33690.15,35118.88,33532.0,34220.01,58210.596349,1991691100.9482656,1184687.0,27801.954493,951269024.0379496
2021-07-07,34220.02,35059.09,33777.77,33862.12,53807.521675,1857658028.480804,1041416.0,27294.923927,941984587.975622
2021-07-08,33862.11,33929.64,32077.0,32875.71,70136.48032,2304973020.298715,1257892.0,35104.655225,1152928339.821843
2021-07-09,32875.71,34100.0,32261.07,33815.81,47153.939899,1562958239.3913763,1236351.0,23660.068601,784288611.1325287
2021-07-10,33815.81,34262.0,33004.78,33502.87,34761.175468,1171790111.0829952,865508.0,17012.759197,573638406.5470239
2021-07-11,33502.87,34666.0,33306.47,34258.99,31572.647448,1070033013.1920449,952891.0,16434.537508,557336788.6966077
2021-07-12,34259.0,34678.43,32658.34,33086.63,48181.403762,1620646741.334963,1176847.0,22602.907306,759877911.0350466
2021-07-13,33086.94,33340.0,32202.25,32729.77,41126.361008,1348583017.0103433,956053.0,19588.278507,642576716.6041436
2021-07-14,32729.12,33114.03,31550.0,32820.02,46777.823484,1515692074.9875476,1123129.0,22516.485719,730009068.0708965
2021-07-15,32820.03,33185.25,31133.0,31880.0,51639.576353,1652077965.43656,1099367.0,24866.405787,795831015.696149
2021-07-16,31874.49,32249.18,31020.0,31383.87,48499.864154,1538342711.5796568,1067591.0,23963.744568,760274744.5520707
2021-07-17,31383.86,31955.92,31164.31,31520.07,34012.242132,1072815966.3363076,883442.0,16649.051308,525240023.82137984
2021-07-18,31520.07,32435.0,31108.97,31778.56,35923.716186,1140964365.6466014,760979.0,17554.182653,557709781.1191803
2021-07-19,31778.57,31899.0,30407.44,30839.65,47340.468499,1470563281.9365027,846029.0,22709.510045,705480091.1446748
2021-07-20,30839.65,31063.07,29278.0,29790.35,61034.049017,1821230700.0203912,1062139.0,28424.82505,847855259.1399382
2021-07-21,29790.34,32858.0,29482.61,32144.51,82796.265128,2603140706.0822244,1415058.0,42584.672219,1338356405.5419316
2021-07-22,32144.51,32591.35,31708.0,32287.83,46148.092433,1482763544.9505365,1000742.0,23274.512805,747848528.87672
2021-07-23,32287.58,33650.0,31924.32,33634.09,50112.863626,1631947003.0730464,1394786.0,25018.977079,815391041.1933738
2021-07-24,33634.1,34500.0,33401.14,34258.14,47977.550138,1625046258.436552,1196914.0,23937.617814,810983258.0424594
2021-07-25,34261.51,35398.0,33851.12,35381.02,47852.928313,1646935552.8055446,1245775.0,24632.1493,848320775.42419
2021-07-26,35381.02,40550.0,35205.78,37237.6,152452.512724,5832475057.065676,3330102.0,77191.346075,2953296773.1535506
2021-07-27,37241.33,39542.61,36383.0,39457.87,88397.267015,3335658261.9955463,1938478.0,45137.303439,1703810516.3378596
2021-07-28,39456.61,40900.0,38772.0,40019.56,101344.528441,4040889461.661528,2631048.0,49019.136276,1954994215.0046124
2021-07-29,40019.57,40640.0,39200.0,40016.48,53998.439283,2154190697.345318,1428738.0,26700.926244,1065505374.5052506
2021-07-30,40018.49,42316.71,38313.23,42206.37,73602.784805,2939833541.3815365,1797012.0,37730.426862,1509172746.2039785
2021-07-31,42206.36,42448.0,41000.15,41461.83,44849.791012,1868285510.8846788,1565380.0,22844.24505,951887855.6214969
2021-08-01,41461.84,42599.0,39422.01,39845.44,53953.186326,2227567271.4878654,1603964.0,25796.753795,1066579608.8398234
2021-08-02,39850.27,40480.01,38690.0,39147.82,50837.351954,2010928003.5944088,1162878.0,24558.005343,971596720.9467592
2021-08-03,39146.86,39780.0,37642.03,38207.05,57117.435853,2195360658.567329,1379871.0,27683.466598,1064118781.8498572
2021-08-04,38207.04,39969.66,37508.56,39723.18,52329.35243,2028792778.184805,1220555.0,26804.211169,1039347051.5555264
2021-08-05,39723.17,41350.0,37332.7,40862.46,84343.755621,3314527738.339733,1913281.0,41673.129081,1638359889.802016
2021-08-06,40862.46,43392.43,39853.86,42836.87,75753.941347,3148022459.916158,2223356.0,38278.004758,1591634314.1008012
2021-08-07,42836.87,44700.0,42446.41,44572.54,73396.740808,3197407326.036793,2258213.0,37355.623845,1627865923.8789735
2021-08-08,44572.54,45310.0,43261.0,43794.37,69329.092698,3074924734.87934,1857112.0,34099.15066,1512451140.3989158
2021-08-09,43794.36,46454.15,42779.0,46253.4,74587.884845,3362870286.258118,2130595.0,38464.60543,1735618666.8181322
2021-08-10,46248.87,46700.0,44589.46,45584.99,53814.643421,2452485823.933654,1951330.0,26592.369314,1212338434.7318356
2021-08-11,45585.0,46743.47,45341.14,45511.0,52734.901977,2432788769.8326964,1862925.0,27064.393843,1248929298.8285875
2021-08-12,45510.67,46218.12,43770.0,44399.0,55266.108781,2478758524.864176,1623329.0,26765.08804,1200329050.5739107
2021-08-13,44400.06,47886.0,44217.39,47800.0,48239.370431,2239435701.1177917,1804716.0,25367.988236,1177391788.09299
2021-08-14,47799.99,48144.0,45971.03,47068.51,46114.359022,2166461458.6682487,1849556.0,22999.528519,1080741765.6874592
2021-08-15,47068.5,47372.27,45500.0,46973.82,42110.711334,1950753713.2121248,1580122.0,21129.919776,979120004.2028339
2021-08-16,46973.82,48053.83,45660.0,45901.29,52480.574014,2462127629.6090236,1655378.0,25847.872438,1213162181.6654189
2021-08-17,45901.3,47160.0,44376.0,44695.95,57039.341629,2616339597.9157424,1781303.0,27320.261808,1253906922.5820968
2021-08-18,44695.95,46000.0,44203.28,44705.29,54099.415985,2439673265.947117,1656723.0,28538.223727,1286718404.7064972
2021-08-19,44699.37,47033.0,43927.7,46760.62,53411.75392,2416320067.133769,1774382.0,27193.50515,1230827552.4101412
2021-08-20,46760.62,49382.99,46622.99,49322.47,56850.352228,2721131744.2778172,1950404.0,29725.885112,1422944576.3472953
2021-08-21,49322.47,49757.04,48222.0,48821.87,46745.136584,2290966131.3761606,2069725.0,23119.673786,1133342367.7445276
2021-08-22,48821.88,49500.0,48050.0,49239.22,37007.887795,1807169840.169171,1610192.0,18587.877552,907708162.1109709
2021-08-23,49239.22,50500.0,49029.0,49488.85,52462.541954,2616721363.685172,2143309.0,26218.97512,1307817635.390983
2021-08-24,49488.85,49860.0,47600.0,47674.01,51014.594748,2486079315.5644236,1692896.0,24702.923443,1203899649.6998265
2021-08-25,47674.01,49264.3,47126.28,48973.32,44655.830342,2149442271.5264206,1559186.0,21796.877672,1049712097.3482182
2021-08-26,48973.32,49352.84,46250.0,46843.87,49371.277774,2333900030.229628,1532753.0,23686.563496,1120008931.619874
2021-08-27,46843.86,49149.93,46348.0,49069.9,42068.104965,2007071230.2199953,1320503.0,21727.05079,1036769755.5596029
2021-08-28,49069.9,49299.0,48346.88,48895.35,26681.063786,1303966035.7705495,793012.0,13895.763677,679193791.5995204
2021-08-29,48895.35,49632.27,47762.54,48767.83,32652.283473,1588661416.3603797,1193046.0,16157.043096,786599088.6916697
2021-08-30,48767.84,48888.61,46853.0,46982.91,40288.35083,1932344430.9239264,1204012.0,19637.84056,942218565.0215597
2021-08-31,46982.91,48246.11,46700.0,47100.89,48645.52737,2303799571.3822727,1300400.0,24426.21235,1156878830.6908383
2021-09-01,47100.89,49156.0,46512.0,48810.52,49904.65528,2386074445.4158525,1280384.0,25102.36864,1200480555.049387
2021-09-02,48810.51,50450.13,48584.06,49246.64,54410.770538,2704192314.674689,1549849.0,28351.807225,1409412062.2196813
2021-09-03,49246.63,51000.0,48316.84,49999.14,59025.644157,2949574478.071738,1645163.0,29625.443383,1481238133.394633
2021-09-04,49998.0,50535.69,49370.0,49915.64,34664.65959,1733527136.4442587,1225830.0,16739.70385,837225473.735276
2021-09-05,49917.54,51900.0,49450.0,51756.88,40544.835873,2049212025.844659,1417660.0,21557.235864,1090239906.6856637
2021-09-06,51756.88,52780.0,50969.33,52663.9,49249.667081,2549290983.0568776,1678015.0,24620.352525,1274643403.5479467
2021-09-07,52666.2,52920.0,42843.05,46863.73,123048.802719,6004105772.870443,3321711.0,57935.601976,2832268574.0387254
2021-09-08,46868.57,47340.99,44412.02,46048.31,65069.3152,3000605793.9389606,1796101.0,31796.7476,1466544608.2678735
2021-09-09,46048.31,47399.97,45513.08,46395.14,50651.66002,2351862983.5182414,1567586.0,24183.38803,1122994690.9093316
2021-09-10,46395.14,47033.0,44132.29,44850.91,49048.26618,2243698626.039517,1569941.0,24358.59799,1114490733.8792434
2021-09-11,44842.2,45987.93,44722.22,45173.69,30440.4081,1380370764.0127168,1060890.0,14804.3426,671123069.5623685
2021-09-12,45173.68,46460.0,44742.06,46025.24,32094.28052,1464780920.2199812,1179808.0,15735.45104,718436012.7588656
